,Brand,Car,Variant,Description,Price,Fuel Type,Mileage,Transmission,Engine,Puncture Repair Kit,Airbags,Parking Assist,Keyless Start/ Button Start,Interiors,Interior Colours,Sunroof / Moonroof,Headlights,Trip Meter,GPS Navigation System,Battery Warranty (In Years),Battery Warranty (In Kilometres),Warranty (In Years)
1039,Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel MT 2WD 7 STR,"Mahindra Scorpio N Z4 Diesel MT 2WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 15.90 Lakh. Mahindra Scorpio N Z4 Diesel MT 2WD 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1590000.0,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,No,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1040,Mahindra,Mahindra Scorpio N,Scorpio N Z4 Petrol MT 7 STR (ESP),"Mahindra Scorpio N Z4 Petrol MT 7 STR (ESP) is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 15.99 Lakh. Mahindra Scorpio N Z4 Petrol MT 7 STR (ESP) is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1599000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,No,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1041,Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel MT 2WD 7 STR (ESP),"Mahindra Scorpio N Z4 Diesel MT 2WD 7 STR (ESP) is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 16.40 Lakh. Mahindra Scorpio N Z4 Diesel MT 2WD 7 STR (ESP) is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1639999.9999999998,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,No,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1042,Mahindra,Mahindra Scorpio N,Scorpio N Z6 Diesel MT 2WD 7 STR,"Mahindra Scorpio N Z6 Diesel MT 2WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 16.86 Lakh. Mahindra Scorpio N Z6 Diesel MT 2WD 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1686000.0,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,Electrically Adjustable,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1043,Mahindra,Mahindra Scorpio N,Scorpio N Z4 Petrol AT 7 STR,"Mahindra Scorpio N Z4 Petrol AT 7 STR is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 17.05 Lakh. Mahindra Scorpio N Z4 Petrol AT 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1705000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,No,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1044,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Petrol MT,"Mahindra Scorpio N Z8 Select Petrol MT is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 17.19 Lakh. Mahindra Scorpio N Z8 Select Petrol MT is available in Manual transmission and offered in 6 colours: Midnight Black, Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1719000.0000000002,Petrol,19.0,Manual,1997.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,No,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1045,Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel AT 2WD 7 STR,"Mahindra Scorpio N Z4 Diesel AT 2WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 17.55 Lakh. Mahindra Scorpio N Z4 Diesel AT 2WD 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1755000.0,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,No,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1046,Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel MT 4WD 7 STR,"Mahindra Scorpio N Z4 Diesel MT 4WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 18.01 Lakh. Mahindra Scorpio N Z4 Diesel MT 4WD 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1801000.0000000002,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,No,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1047,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Diesel MT 2WD,"Mahindra Scorpio N Z8 Select Diesel MT 2WD is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 18.19 Lakh. Mahindra Scorpio N Z8 Select Diesel MT 2WD is available in Manual transmission and offered in 6 colours: Midnight Black, Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1819000.0000000002,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,No,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1048,Mahindra,Mahindra Scorpio N,Scorpio N Z4 Diesel MT 4WD 7 STR (ESP),"Mahindra Scorpio N Z4 Diesel MT 4WD 7 STR (ESP) is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 18.51 Lakh. Mahindra Scorpio N Z4 Diesel MT 4WD 7 STR (ESP) is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1851000.0000000002,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,No,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1049,Mahindra,Mahindra Scorpio N,Scorpio N Z6 Diesel AT 2WD 7 STR,"Mahindra Scorpio N Z6 Diesel AT 2WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 18.55 Lakh. Mahindra Scorpio N Z6 Diesel AT 2WD 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1855000.0,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,-,Electrically Adjustable,Halogen,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1050,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Petrol AT,"Mahindra Scorpio N Z8 Select Petrol AT is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 18.69 Lakh. Mahindra Scorpio N Z8 Select Petrol AT is available in Automatic (TC) transmission and offered in 6 colours: Midnight Black, Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1869000.0000000002,Petrol,19.0,Manual,1997.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,No,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1051,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Petrol MT 7 STR,"Mahindra Scorpio N Z8 Petrol MT 7 STR is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 18.84 Lakh. Mahindra Scorpio N Z8 Petrol MT 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1884000.0,Petrol,19.0,Manual,1997.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1052,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Select Diesel AT 2WD,"Mahindra Scorpio N Z8 Select Diesel AT 2WD is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 19.19 Lakh. Mahindra Scorpio N Z8 Select Diesel AT 2WD is available in Automatic (TC) transmission and offered in 6 colours: Midnight Black, Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1919000.0000000002,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,No,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1053,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Diesel MT 2WD 7 STR,"Mahindra Scorpio N Z8 Diesel MT 2WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 19.30 Lakh. Mahindra Scorpio N Z8 Diesel MT 2WD 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",1930000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1054,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Petrol AT 7 STR,"Mahindra Scorpio N Z8 Petrol AT 7 STR is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 20.35 Lakh. Mahindra Scorpio N Z8 Petrol AT 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2035000.0000000002,Petrol,19.0,Manual,1997.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1055,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Petrol MT 7 STR,"Mahindra Scorpio N Z8 L Petrol MT 7 STR is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 20.55 Lakh. Mahindra Scorpio N Z8 L Petrol MT 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2055000.0,Petrol,19.0,Manual,1997.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1056,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Petrol MT 6 STR,"Mahindra Scorpio N Z8 L Petrol MT 6 STR is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 20.79 Lakh. Mahindra Scorpio N Z8 L Petrol MT 6 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2079000.0,Petrol,19.0,Manual,1997.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1057,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Diesel AT 2WD 7 STR,"Mahindra Scorpio N Z8 Diesel AT 2WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 20.83 Lakh. Mahindra Scorpio N Z8 Diesel AT 2WD 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2082999.9999999998,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1058,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Diesel MT 2WD 7 STR,"Mahindra Scorpio N Z8 L Diesel MT 2WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 20.95 Lakh. Mahindra Scorpio N Z8 L Diesel MT 2WD 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2095000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1059,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Diesel MT 2WD 6 STR,"Mahindra Scorpio N Z8 L Diesel MT 2WD 6 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 21.29 Lakh. Mahindra Scorpio N Z8 L Diesel MT 2WD 6 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2129000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1060,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Diesel MT 4WD 7 STR,"Mahindra Scorpio N Z8 Diesel MT 4WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 21.37 Lakh. Mahindra Scorpio N Z8 Diesel MT 4WD 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2137000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1061,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Petrol AT 7 STR,"Mahindra Scorpio N Z8 L Petrol AT 7 STR is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 21.96 Lakh. Mahindra Scorpio N Z8 L Petrol AT 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2196000.0,Petrol,19.0,Manual,1997.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1062,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Petrol AT 6 STR,"Mahindra Scorpio N Z8 L Petrol AT 6 STR is the petrol variant in the Mahindra Scorpio N lineup and is priced at Rs. 22.15 Lakh. Mahindra Scorpio N Z8 L Petrol AT 6 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2215000.0,Petrol,19.0,Manual,1997.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1063,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Diesel AT 2WD 7 STR,"Mahindra Scorpio N Z8 L Diesel AT 2WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 22.41 Lakh. Mahindra Scorpio N Z8 L Diesel AT 2WD 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2241000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1064,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Diesel AT 2WD 6 STR,"Mahindra Scorpio N Z8 L Diesel AT 2WD 6 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 22.65 Lakh. Mahindra Scorpio N Z8 L Diesel AT 2WD 6 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2265000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1065,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Diesel MT 4WD 7 STR,"Mahindra Scorpio N Z8 L Diesel MT 4WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 22.98 Lakh. Mahindra Scorpio N Z8 L Diesel MT 4WD 7 STR is available in Manual transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2298000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1066,Mahindra,Mahindra Scorpio N,Scorpio N Z8 Diesel AT 4WD 7 STR,"Mahindra Scorpio N Z8 Diesel AT 4WD 7 STR is the diesel variant in the Mahindra Scorpio N lineup and is priced at Rs. 23.09 Lakh. Mahindra Scorpio N Z8 Diesel AT 4WD 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2309000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1067,Mahindra,Mahindra Scorpio N,Scorpio N Z8 L Diesel AT 4WD 7 STR,"Mahindra Scorpio N Z8 L Diesel AT 4WD 7 STR is the top model in the Mahindra Scorpio N lineup and the price of Scorpio N top model is Rs. 24.54 Lakh. Mahindra Scorpio N Z8 L Diesel AT 4WD 7 STR is available in Automatic (TC) transmission and offered in 5 colours: Napoli Black, Deep Forest, Red Rage, Dazzling Silver and Everest White.
Read More",2454000.0,Diesel,19.0,Manual,2184.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black/Brown,Electrically Adjustable,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
1068,Mahindra,Mahindra XUV700,XUV700 MX Petrol MT 5 STR,"Mahindra XUV700 MX Petrol MT 5 STR is the petrol variant in the Mahindra XUV700 lineup and is priced at Rs. 13.99 Lakh. Mahindra XUV700 MX Petrol MT 5 STR is available in Manual transmission and offered in 5 colours: Midnight Black, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1399000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,No,Not Applicable,Not Applicable,Not Applicable
1069,Mahindra,Mahindra XUV700,XUV700 MX Petrol MT 5 STR (ESP),"Mahindra XUV700 MX Petrol MT 5 STR (ESP) is the petrol variant in the Mahindra XUV700 lineup and is priced at Rs. 14.49 Lakh. Mahindra XUV700 MX Petrol MT 5 STR (ESP) is available in Manual transmission and offered in 5 colours: Midnight Black, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1449000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,No,Not Applicable,Not Applicable,Not Applicable
1070,Mahindra,Mahindra XUV700,XUV700 MX Petrol MT 7 STR,"Mahindra XUV700 MX Petrol MT 7 STR is the petrol variant in the Mahindra XUV700 lineup and is priced at Rs. 14.49 Lakh. Mahindra XUV700 MX Petrol MT 7 STR is available in Manual transmission and offered in 5 colours: Midnight Black, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1449000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,No,Not Applicable,Not Applicable,Not Applicable
1071,Mahindra,Mahindra XUV700,XUV700 MX Diesel MT 5 STR,"Mahindra XUV700 MX Diesel MT 5 STR is the diesel variant in the Mahindra XUV700 lineup and is priced at Rs. 14.59 Lakh. Mahindra XUV700 MX Diesel MT 5 STR is available in Manual transmission and offered in 5 colours: Midnight Black, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1459000.0,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,No,Not Applicable,Not Applicable,Not Applicable
1072,Mahindra,Mahindra XUV700,XUV700 MX Petrol MT 7 STR (ESP),"Mahindra XUV700 MX Petrol MT 7 STR (ESP) is the petrol variant in the Mahindra XUV700 lineup and is priced at Rs. 14.99 Lakh. Mahindra XUV700 MX Petrol MT 7 STR (ESP) is available in Manual transmission and offered in 5 colours: Midnight Black, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1499000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,No,Not Applicable,Not Applicable,Not Applicable
1073,Mahindra,Mahindra XUV700,XUV700 MX Diesel MT 7 STR,"Mahindra XUV700 MX Diesel MT 7 STR is the diesel variant in the Mahindra XUV700 lineup and is priced at Rs. 14.99 Lakh. Mahindra XUV700 MX Diesel MT 7 STR is available in Manual transmission and offered in 5 colours: Midnight Black, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1499000.0,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,No,Not Applicable,Not Applicable,Not Applicable
1074,Mahindra,Mahindra XUV700,XUV700 MX Diesel MT 5 STR (ESP),"Mahindra XUV700 MX Diesel MT 5 STR (ESP) is the diesel variant in the Mahindra XUV700 lineup and is priced at Rs. 15.09 Lakh. Mahindra XUV700 MX Diesel MT 5 STR (ESP) is available in Manual transmission and offered in 5 colours: Midnight Black, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1509000.0,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,No,Not Applicable,Not Applicable,Not Applicable
1075,Mahindra,Mahindra XUV700,XUV700 MX Diesel MT 7 STR (ESP),"Mahindra XUV700 MX Diesel MT 7 STR (ESP) is the diesel variant in the Mahindra XUV700 lineup and is priced at Rs. 15.49 Lakh. Mahindra XUV700 MX Diesel MT 7 STR (ESP) is available in Manual transmission and offered in 5 colours: Midnight Black, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1549000.0,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,No,Not Applicable,Not Applicable,Not Applicable
1076,Mahindra,Mahindra XUV700,XUV700 AX3 Petrol MT 5 STR,"Mahindra XUV700 AX3 Petrol MT 5 STR is the petrol variant in the Mahindra XUV700 lineup and is priced at Rs. 16.39 Lakh. Mahindra XUV700 AX3 Petrol MT 5 STR is available in Manual transmission and offered in 6 colours: Midnight Black, Electric Blue, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1639000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,Yes,Not Applicable,Not Applicable,Not Applicable
1077,Mahindra,Mahindra XUV700,XUV700 AX5 Select Petrol MT 7 STR,"Mahindra XUV700 AX5 Select Petrol MT 7 STR is the petrol variant in the Mahindra XUV700 lineup and is priced at Rs. 16.89 Lakh. Mahindra XUV700 AX5 Select Petrol MT 7 STR is available in Manual transmission and offered in 7 colours: Midnight Black, Electric Blue, Napoli Black, Burnt Sienna, Dazzling Silver, Red Rage and Everest White.
Read More",1689000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,Yes,Dual Tone,-,Panoramic Sunroof,LED,Electronic 1 Trip,Yes,Not Applicable,Not Applicable,Not Applicable
1078,Mahindra,Mahindra XUV700,XUV700 AX3 Petrol MT 5 STR (ESP),"Mahindra XUV700 AX3 Petrol MT 5 STR (ESP) is the petrol variant in the Mahindra XUV700 lineup and is priced at Rs. 16.89 Lakh. Mahindra XUV700 AX3 Petrol MT 5 STR (ESP) is available in Manual transmission and offered in 6 colours: Midnight Black, Electric Blue, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1689000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,Yes,Not Applicable,Not Applicable,Not Applicable
1079,Mahindra,Mahindra XUV700,XUV700 AX3 Diesel MT 5 STR,"Mahindra XUV700 AX3 Diesel MT 5 STR is the diesel variant in the Mahindra XUV700 lineup and is priced at Rs. 16.99 Lakh. Mahindra XUV700 AX3 Diesel MT 5 STR is available in Manual transmission and offered in 6 colours: Midnight Black, Electric Blue, Napoli Black, Dazzling Silver, Red Rage and Everest White.
Read More",1698999.9999999998,Diesel,19.0,Manual,2184.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen,Electronic 1 Trip,Yes,Not Applicable,Not Applicable,Not Applicable
1080,Mahindra,Mahindra XUV700,XUV700 AX5 Select Petrol MT 7 STR (ESP),"Mahindra XUV700 AX5 Select Petrol MT 7 STR (ESP) is the petrol variant in the Mahindra XUV700 lineup and is priced at Rs. 17.39 Lakh. Mahindra XUV700 AX5 Select Petrol MT 7 STR (ESP) is available in Manual transmission and offered in 7 colours: Midnight Black, Electric Blue, Napoli Black, Burnt Sienna, Dazzling Silver, Red Rage and Everest White.
Read More",1739000.0,Petrol,19.0,Manual,1997.0,No,"2 Airbags (Driver, Front Passenger)",No,Yes,Dual Tone,-,Panoramic Sunroof,LED,Electronic 1 Trip,Yes,Not Applicable,Not Applicable,Not Applicable
