,Brand,Car,Variant,Description,Price,Fuel Type,Mileage,Transmission,Engine,Puncture Repair Kit,Airbags,Parking Assist,Keyless Start/ Button Start,Interiors,Interior Colours,Sunroof / Moonroof,Headlights,Trip Meter,GPS Navigation System,Battery Warranty (In Years),Battery Warranty (In Kilometres),Warranty (In Years)
0,Maruti Suzuki,Maruti Fronx,Fronx Sigma 1.2L MT,"Maruti Fronx Sigma 1.2L MT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 7.51 Lakh. It gives a mileage of 21.79 kmpl. Maruti Fronx Sigma 1.2L MT is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",751000.0,Petrol,21.79,Manual,1197.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen Projector,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
1,Maruti Suzuki,Maruti Fronx,Fronx Delta 1.2L MT,"Maruti Fronx Delta 1.2L MT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 8.37 Lakh. It gives a mileage of 21.79 kmpl. Maruti Fronx Delta 1.2L MT is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",836999.9999999999,Petrol,21.79,Manual,1197.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen Projector,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
2,Maruti Suzuki,Maruti Fronx,Fronx Sigma 1.2 CNG,"Maruti Fronx Sigma 1.2 CNG is the cng variant in the Maruti Fronx lineup and is priced at Rs. 8.46 Lakh. It gives a mileage of 28.51 km/kg. Maruti Fronx Sigma 1.2 CNG is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",846000.0000000001,CNG,28.51,Manual,1197.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen Projector,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
3,Maruti Suzuki,Maruti Fronx,Fronx Delta Plus 1.2L MT,"Maruti Fronx Delta Plus 1.2L MT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 8.77 Lakh. It gives a mileage of 21.79 kmpl. Maruti Fronx Delta Plus 1.2L MT is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",877000.0,Petrol,21.79,Manual,1197.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,LED,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
4,Maruti Suzuki,Maruti Fronx,Fronx Delta 1.2L AGS,"Maruti Fronx Delta 1.2L AGS is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 8.85 Lakh. It gives a mileage of 22.89 kmpl. Maruti Fronx Delta 1.2L AGS is available in Automatic (AMT) transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",885000.0,Petrol,22.89,Automatic,1197.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen Projector,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
5,Maruti Suzuki,Maruti Fronx,Fronx Delta Plus (O) 1.2L MT,"Maruti Fronx Delta Plus (O) 1.2L MT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 8.93 Lakh. It gives a mileage of 21.79 kmpl. Maruti Fronx Delta Plus (O) 1.2L MT is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",893000.0,Petrol,21.79,Manual,1197.0,Yes,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No,No,Dual Tone,-,No,LED,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
6,Maruti Suzuki,Maruti Fronx,Fronx Delta Plus 1.2L AGS,"Maruti Fronx Delta Plus 1.2L AGS is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 9.25 Lakh. It gives a mileage of 22.89 kmpl. Maruti Fronx Delta Plus 1.2L AGS is available in Automatic (AMT) transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",925000.0,Petrol,22.89,Automatic,1197.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,LED,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
7,Maruti Suzuki,Maruti Fronx,Fronx Delta 1.2 CNG,"Maruti Fronx Delta 1.2 CNG is the cng variant in the Maruti Fronx lineup and is priced at Rs. 9.32 Lakh. It gives a mileage of 28.51 km/kg. Maruti Fronx Delta 1.2 CNG is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",932000.0,CNG,28.51,Manual,1197.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,Halogen Projector,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
8,Maruti Suzuki,Maruti Fronx,Fronx Delta Plus (O) 1.2L AGS,"Maruti Fronx Delta Plus (O) 1.2L AGS is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 9.41 Lakh. It gives a mileage of 22.89 kmpl. Maruti Fronx Delta Plus (O) 1.2L AGS is available in Automatic (AMT) transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",941000.0,Petrol,22.89,Automatic,1197.0,Yes,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No,No,Dual Tone,-,No,LED,Electronic 2 Trips,No,Not Applicable,Not Applicable,Not Applicable
9,Maruti Suzuki,Maruti Fronx,Fronx Delta Plus 1.0 Turbo MT,"Maruti Fronx Delta Plus 1.0 Turbo MT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 9.73 Lakh. It gives a mileage of 21.5 kmpl. Maruti Fronx Delta Plus 1.0 Turbo MT is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",973000.0,Petrol,21.5,Manual,998.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Dual Tone,-,No,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
10,Maruti Suzuki,Maruti Fronx,Fronx Zeta 1.0L Turbo MT,"Maruti Fronx Zeta 1.0L Turbo MT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 10.55 Lakh. It gives a mileage of 21.5 kmpl. Maruti Fronx Zeta 1.0L Turbo MT is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",1055000.0,Petrol,21.5,Manual,998.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,-,No,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
11,Maruti Suzuki,Maruti Fronx,Fronx Alpha 1.0L Turbo MT,"Maruti Fronx Alpha 1.0L Turbo MT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 11.47 Lakh. It gives a mileage of 21.5 kmpl. Maruti Fronx Alpha 1.0L Turbo MT is available in Manual transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",1147000.0,Petrol,21.5,Manual,998.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,-,No,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
12,Maruti Suzuki,Maruti Fronx,Fronx Alpha 1.0L Turbo MT Dual Tone,"Maruti Fronx Alpha 1.0L Turbo MT Dual Tone is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 11.64 Lakh. It gives a mileage of 21.5 kmpl. Maruti Fronx Alpha 1.0L Turbo MT Dual Tone is available in Manual transmission and offered in 3 colours: Earthen Brown with Bluish Black roof, Opulent Red with Bluish Black roof and Splendid Silver With Bluish Black roof.
Read More",1164000.0,Petrol,21.5,Manual,998.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,-,No,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
13,Maruti Suzuki,Maruti Fronx,Fronx Zeta 1.0L Turbo 6 AT,"Maruti Fronx Zeta 1.0L Turbo 6 AT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 11.96 Lakh. It gives a mileage of 20.01 kmpl. Maruti Fronx Zeta 1.0L Turbo 6 AT is available in Automatic (TC) transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",1196000.0,Petrol,20.01,Automatic,998.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,-,No,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
14,Maruti Suzuki,Maruti Fronx,Fronx Alpha 1.0L Turbo 6 AT,"Maruti Fronx Alpha 1.0L Turbo 6 AT is the petrol variant in the Maruti Fronx lineup and is priced at Rs. 12.88 Lakh. It gives a mileage of 20.01 kmpl. Maruti Fronx Alpha 1.0L Turbo 6 AT is available in Automatic (TC) transmission and offered in 6 colours: Nexa Blue (Celestial), Grandeur Grey, Earthen Brown, Opulent Red, Splendid Silver and Arctic White.
Read More",1288000.0,Petrol,20.01,Automatic,998.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,-,No,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
15,Maruti Suzuki,Maruti Fronx,Fronx Alpha 1.0L Turbo 6 AT Dual Tone,"Maruti Fronx Alpha 1.0L Turbo 6 AT Dual Tone is the top model in the Maruti Fronx lineup and the price of Fronx top model is Rs. 13.04 Lakh. It gives a mileage of 20.01 kmpl. Maruti Fronx Alpha 1.0L Turbo 6 AT Dual Tone is available in Automatic (TC) transmission and offered in 3 colours: Earthen Brown with Bluish Black roof, Opulent Red with Bluish Black roof and Splendid Silver With Bluish Black roof.
Read More",1304000.0,Petrol,20.01,Automatic,998.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,-,No,LED,Electronic 2 Trips,Yes,Not Applicable,Not Applicable,Not Applicable
16,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Sigma Smart Hybrid,"Maruti Grand Vitara Sigma Smart Hybrid is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 10.87 Lakh. It gives a mileage of 21.11 kmpl. Maruti Grand Vitara Sigma Smart Hybrid is available in Manual transmission and offered in 4 colours: Nexa Blue, Grandeur Grey, Splendid Silver and Arctic White.
Read More",1087000.0,Mild Hybrid(Electric + Petrol),21.11,Manual,1462.0,,"2 Airbags (Driver, Front Passenger)",No,Yes,Dual Tone,Black + Bordeaux,No,Halogen Projector,Electronic 2 Trips,No,No,Not Applicable,No
17,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Delta Smart Hybrid,"Maruti Grand Vitara Delta Smart Hybrid is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 12.16 Lakh. It gives a mileage of 21.11 kmpl. Maruti Grand Vitara Delta Smart Hybrid is available in Manual transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1216000.0,Mild Hybrid(Electric + Petrol),21.11,Manual,1462.0,,"2 Airbags (Driver, Front Passenger)",Reverse Camera,Yes,Dual Tone,Black + Bordeaux,No,Halogen Projector,Electronic 2 Trips,No,No,Not Applicable,No
18,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Delta CNG,"Maruti Grand Vitara Delta CNG is the cng variant in the Maruti Grand Vitara lineup and is priced at Rs. 13.11 Lakh. It gives a mileage of 26.6 km/kg. Maruti Grand Vitara Delta CNG is available in Manual transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1311000.0,CNG,26.6,Manual,1462.0,,"2 Airbags (Driver, Front Passenger)",Reverse Camera,Yes,Dual Tone,Black + Bordeaux,No,Halogen Projector,Electronic 2 Trips,No,No,Not Applicable,No
19,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Delta Smart Hybrid AT,"Maruti Grand Vitara Delta Smart Hybrid AT is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 13.60 Lakh. It gives a mileage of 20.58 kmpl. Maruti Grand Vitara Delta Smart Hybrid AT is available in Automatic (TC) transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1360000.0,Mild Hybrid(Electric + Petrol),20.58,Automatic,1462.0,,"2 Airbags (Driver, Front Passenger)",Reverse Camera,Yes,Dual Tone,Black + Bordeaux,No,Halogen Projector,Electronic 2 Trips,No,No,Not Applicable,No
20,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Zeta Smart Hybrid,"Maruti Grand Vitara Zeta Smart Hybrid is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 13.97 Lakh. It gives a mileage of 21.11 kmpl. Maruti Grand Vitara Zeta Smart Hybrid is available in Manual transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1397000.0,Mild Hybrid(Electric + Petrol),21.11,Manual,1462.0,,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black + Bordeaux,No,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
21,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Zeta CNG,"Maruti Grand Vitara Zeta CNG is the cng variant in the Maruti Grand Vitara lineup and is priced at Rs. 14.92 Lakh. It gives a mileage of 26.6 km/kg. Maruti Grand Vitara Zeta CNG is available in Manual transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1492000.0,CNG,26.6,Manual,1462.0,,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black + Bordeaux,No,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
22,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Zeta Smart Hybrid AT,"Maruti Grand Vitara Zeta Smart Hybrid AT is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 15.41 Lakh. It gives a mileage of 20.58 kmpl. Maruti Grand Vitara Zeta Smart Hybrid AT is available in Automatic (TC) transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1541000.0,Mild Hybrid(Electric + Petrol),20.58,Automatic,1462.0,,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black + Bordeaux,No,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
23,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Alpha Smart Hybrid,"Maruti Grand Vitara Alpha Smart Hybrid is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 15.47 Lakh. It gives a mileage of 21.11 kmpl. Maruti Grand Vitara Alpha Smart Hybrid is available in Manual transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1547000.0,Mild Hybrid(Electric + Petrol),21.11,Manual,1462.0,,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,Black + Bordeaux,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
24,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Alpha Smart Hybrid Dual Tone,"Maruti Grand Vitara Alpha Smart Hybrid Dual Tone is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 15.63 Lakh. It gives a mileage of 21.11 kmpl. Maruti Grand Vitara Alpha Smart Hybrid Dual Tone is available in Manual transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1563000.0,Mild Hybrid(Electric + Petrol),21.11,Manual,1462.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,Black + Bordeaux,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
25,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Alpha Smart Hybrid AT,"Maruti Grand Vitara Alpha Smart Hybrid AT is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 16.91 Lakh. It gives a mileage of 20.58 kmpl. Maruti Grand Vitara Alpha Smart Hybrid AT is available in Automatic (TC) transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1691000.0,Mild Hybrid(Electric + Petrol),20.58,Automatic,1462.0,,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,Black + Bordeaux,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
26,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Alpha Smart Hybrid AllGrip,"Maruti Grand Vitara Alpha Smart Hybrid AllGrip is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 16.97 Lakh. It gives a mileage of 19.38 kmpl. Maruti Grand Vitara Alpha Smart Hybrid AllGrip is available in Manual transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1697000.0,Mild Hybrid(Electric + Petrol),19.38,Manual,1462.0,,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,Black + Bordeaux,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
27,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Alpha Smart Hybrid AT Dual Tone,"Maruti Grand Vitara Alpha Smart Hybrid AT Dual Tone is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 17.07 Lakh. It gives a mileage of 20.58 kmpl. Maruti Grand Vitara Alpha Smart Hybrid AT Dual Tone is available in Automatic (TC) transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1707000.0,Mild Hybrid(Electric + Petrol),20.58,Automatic,1462.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,Black + Bordeaux,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
28,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Alpha Smart Hybrid AllGrip Dual Tone,"Maruti Grand Vitara Alpha Smart Hybrid AllGrip Dual Tone is the mild hybrid(electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 17.13 Lakh. It gives a mileage of 19.38 kmpl. Maruti Grand Vitara Alpha Smart Hybrid AllGrip Dual Tone is available in Manual transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1713000.0,Mild Hybrid(Electric + Petrol),19.38,Manual,1462.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,Black + Bordeaux,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,No,Not Applicable,No
29,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Zeta Plus Intelligent Hybrid eCVT,"Maruti Grand Vitara Zeta Plus Intelligent Hybrid eCVT is the hybrid (electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 18.32 Lakh. It gives a mileage of 27.97 kmpl. Maruti Grand Vitara Zeta Plus Intelligent Hybrid eCVT is available in Automatic (e-CVT) transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1832000.0,Hybrid (Electric + Petrol),27.97,Automatic,1490.0,,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black with Chanpagne Gold Accents,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,8,160000,8
30,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Zeta Plus Intelligent Hybrid eCVT Dual Tone,"Maruti Grand Vitara Zeta Plus Intelligent Hybrid eCVT Dual Tone is the hybrid (electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 18.47 Lakh. It gives a mileage of 27.97 kmpl. Maruti Grand Vitara Zeta Plus Intelligent Hybrid eCVT Dual Tone is available in Automatic (e-CVT) transmission and offered in 3 colours: Opulent Red + Black, Splendid Silver + Black and Arctic White + Black.
Read More",1847000.0,Hybrid (Electric + Petrol),27.97,Automatic,1490.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Reverse Camera,Yes,Dual Tone,Black with Chanpagne Gold Accents,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,8,160000,8
31,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Alpha Plus Intelligent Hybrid eCVT,"Maruti Grand Vitara Alpha Plus Intelligent Hybrid eCVT is the hybrid (electric + petrol) variant in the Maruti Grand Vitara lineup and is priced at Rs. 19.88 Lakh. It gives a mileage of 27.97 kmpl. Maruti Grand Vitara Alpha Plus Intelligent Hybrid eCVT is available in Automatic (e-CVT) transmission and offered in 7 colours: Midnight Black, Nexa Blue, Chestnut Brown, Grandeur Grey, Opulent Red , Splendid Silver and Arctic White.
Read More",1988000.0,Hybrid (Electric + Petrol),27.97,Automatic,1490.0,,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,Black with Chanpagne Gold Accents,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,8,160000,8
32,Maruti Suzuki,Maruti Grand Vitara,Grand Vitara Alpha Plus Intelligent Hybrid eCVT Dual Tone,"Maruti Grand Vitara Alpha Plus Intelligent Hybrid eCVT Dual Tone is the top model in the Maruti Grand Vitara lineup and the price of Grand Vitara top model is Rs. 19.97 Lakh. It gives a mileage of 27.97 kmpl. Maruti Grand Vitara Alpha Plus Intelligent Hybrid eCVT Dual Tone is available in Automatic (e-CVT) transmission and offered in 3 colours: Opulent Red + Black, Splendid Silver + Black and Arctic White + Black.
Read More",1997000.0,Hybrid (Electric + Petrol),27.97,Automatic,1490.0,No,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",360 Degree Camera,Yes,Dual Tone,Black with Chanpagne Gold Accents,Panoramic Sunroof,LED Projector,Electronic 2 Trips,No,8,160000,8
33,Maruti Suzuki,Maruti Brezza,Brezza LXi,"Maruti Brezza LXi is the petrol variant in the Maruti Brezza lineup and is priced at Rs. 8.34 Lakh. It gives a mileage of 17.38 kmpl. Maruti Brezza LXi is available in Manual transmission and offered in 6 colours: Exuberant blue, Brave Khaki, Magma Grey, Sizzling Red, Splendid Silver and Pearl Arctic White.
Read More",834000.0,Petrol,17.38,Manual,1462.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,Black,No,Halogen,2 Trips,No,Not Applicable,Not Applicable,Not Applicable
34,Maruti Suzuki,Maruti Brezza,Brezza LXi S-CNG,"Maruti Brezza LXi S-CNG is the cng variant in the Maruti Brezza lineup and is priced at Rs. 9.29 Lakh. It gives a mileage of 25.51 km/kg. Maruti Brezza LXi S-CNG is available in Manual transmission and offered in 6 colours: Exuberant blue, Brave Khaki, Magma Grey, Sizzling Red, Splendid Silver and Pearl Arctic White.
Read More",928999.9999999999,CNG,25.51,Manual,1462.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,Black,No,Halogen,2 Trips,No,Not Applicable,Not Applicable,Not Applicable
35,Maruti Suzuki,Maruti Brezza,Brezza VXi,"Maruti Brezza VXi is the petrol variant in the Maruti Brezza lineup and is priced at Rs. 9.69 Lakh. It gives a mileage of 17.38 kmpl. Maruti Brezza VXi is available in Manual transmission and offered in 6 colours: Exuberant blue, Brave Khaki, Magma Grey, Sizzling Red, Splendid Silver and Pearl Arctic White.
Read More",969000.0,Petrol,17.38,Manual,1462.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,Black,No,Halogen,2 Trips,No,Not Applicable,Not Applicable,Not Applicable
36,Maruti Suzuki,Maruti Brezza,Brezza VXi S-CNG,"Maruti Brezza VXi S-CNG is the cng variant in the Maruti Brezza lineup and is priced at Rs. 10.64 Lakh. It gives a mileage of 25.51 km/kg. Maruti Brezza VXi S-CNG is available in Manual transmission and offered in 6 colours: Exuberant blue, Brave Khaki, Magma Grey, Sizzling Red, Splendid Silver and Pearl Arctic White.
Read More",1064000.0,CNG,25.51,Manual,1462.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,Black,No,Halogen,2 Trips,No,Not Applicable,Not Applicable,Not Applicable
37,Maruti Suzuki,Maruti Brezza,Brezza Vxi AT,"Maruti Brezza Vxi AT is the petrol variant in the Maruti Brezza lineup and is priced at Rs. 11.10 Lakh. It gives a mileage of 19.8 kmpl. Maruti Brezza Vxi AT is available in Automatic (TC) transmission and offered in 6 colours: Exuberant blue, Brave Khaki, Magma Grey, Sizzling Red, Splendid Silver and Pearl Arctic White.
Read More",1110000.0,Petrol,19.8,Automatic,1462.0,No,"2 Airbags (Driver, Front Passenger)",No,No,Single Tone,Black,No,Halogen,2 Trips,No,Not Applicable,Not Applicable,Not Applicable
38,Maruti Suzuki,Maruti Brezza,Brezza ZXi,"Maruti Brezza ZXi is the petrol variant in the Maruti Brezza lineup and is priced at Rs. 11.14 Lakh. It gives a mileage of 19.89 kmpl. Maruti Brezza ZXi is available in Manual transmission and offered in 5 colours: Exuberant blue, Pearl Midnight Black, Magma Grey, Splendid Silver and Pearl Arctic White.
Read More",1114000.0,Petrol,19.89,Manual,1462.0,No,"2 Airbags (Driver, Front Passenger)",Reverse Camera,Yes,Dual Tone,Black and Brown,Electrically Adjustable,LED,2 Trips,No,Not Applicable,Not Applicable,Not Applicable
